id,transactions
881,"[{'order_id': 4648, 'purchase_value': 128.96, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4649, 'purchase_value': 136.85, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4650, 'purchase_value': 190.8, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4651, 'purchase_value': 99.35, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4652, 'purchase_value': 64.82, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4653, 'purchase_value': 172.47, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4654, 'purchase_value': 54.34, 'discount_value': 5.43, 'applies_discount': True}, {'order_id': 4655, 'purchase_value': 94.52, 'discount_value': 0.0, 'applies_discount': False}]"
882,"[{'order_id': 4656, 'purchase_value': 116.92, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4657, 'purchase_value': 144.15, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4658, 'purchase_value': 155.52, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4659, 'purchase_value': 140.69, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4660, 'purchase_value': 91.43, 'discount_value': 9.14, 'applies_discount': True}, {'order_id': 4661, 'purchase_value': 32.4, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4662, 'purchase_value': 98.65, 'discount_value': 9.87, 'applies_discount': True}, {'order_id': 4663, 'purchase_value': 32.26, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4664, 'purchase_value': 135.62, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4665, 'purchase_value': 196.0, 'discount_value': 0.0, 'applies_discount': False}]"
883,"[{'order_id': 4666, 'purchase_value': 81.47, 'discount_value': 8.15, 'applies_discount': True}, {'order_id': 4667, 'purchase_value': 198.94, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4668, 'purchase_value': 197.49, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4669, 'purchase_value': 137.76, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4670, 'purchase_value': 153.95, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4671, 'purchase_value': 73.15, 'discount_value': 7.32, 'applies_discount': True}, {'order_id': 4672, 'purchase_value': 184.07, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4673, 'purchase_value': 122.26, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4674, 'purchase_value': 99.92, 'discount_value': 0.0, 'applies_discount': False}]"
884,"[{'order_id': 4675, 'purchase_value': 22.43, 'discount_value': 2.24, 'applies_discount': True}, {'order_id': 4676, 'purchase_value': 11.36, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4677, 'purchase_value': 125.49, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4678, 'purchase_value': 32.83, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4679, 'purchase_value': 80.55, 'discount_value': 8.05, 'applies_discount': True}, {'order_id': 4680, 'purchase_value': 42.53, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4681, 'purchase_value': 120.07, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4682, 'purchase_value': 168.54, 'discount_value': 0.0, 'applies_discount': False}]"
885,"[{'order_id': 4683, 'purchase_value': 43.61, 'discount_value': 4.36, 'applies_discount': True}, {'order_id': 4684, 'purchase_value': 181.98, 'discount_value': 18.2, 'applies_discount': True}]"
886,"[{'order_id': 4685, 'purchase_value': 191.21, 'discount_value': 19.12, 'applies_discount': True}, {'order_id': 4686, 'purchase_value': 41.7, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4687, 'purchase_value': 183.8, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4688, 'purchase_value': 145.98, 'discount_value': 0.0, 'applies_discount': False}]"
887,"[{'order_id': 4689, 'purchase_value': 77.53, 'discount_value': 7.75, 'applies_discount': True}, {'order_id': 4690, 'purchase_value': 182.54, 'discount_value': 18.25, 'applies_discount': True}, {'order_id': 4691, 'purchase_value': 168.61, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4692, 'purchase_value': 60.23, 'discount_value': 6.02, 'applies_discount': True}, {'order_id': 4693, 'purchase_value': 192.43, 'discount_value': 19.24, 'applies_discount': True}, {'order_id': 4694, 'purchase_value': 62.33, 'discount_value': 6.23, 'applies_discount': True}, {'order_id': 4695, 'purchase_value': 12.1, 'discount_value': 1.21, 'applies_discount': True}, {'order_id': 4696, 'purchase_value': 120.23, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4697, 'purchase_value': 87.98, 'discount_value': 8.8, 'applies_discount': True}, {'order_id': 4698, 'purchase_value': 189.29, 'discount_value': 18.93, 'applies_discount': True}]"
888,"[{'order_id': 4699, 'purchase_value': 98.4, 'discount_value': 9.84, 'applies_discount': True}, {'order_id': 4700, 'purchase_value': 70.8, 'discount_value': 7.08, 'applies_discount': True}, {'order_id': 4701, 'purchase_value': 30.4, 'discount_value': 0.0, 'applies_discount': False}]"
889,"[{'order_id': 4702, 'purchase_value': 128.27, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4703, 'purchase_value': 189.75, 'discount_value': 18.98, 'applies_discount': True}, {'order_id': 4704, 'purchase_value': 12.05, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4705, 'purchase_value': 163.52, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4706, 'purchase_value': 160.61, 'discount_value': 16.06, 'applies_discount': True}, {'order_id': 4707, 'purchase_value': 168.66, 'discount_value': 16.87, 'applies_discount': True}]"
890,"[{'order_id': 4708, 'purchase_value': 100.13, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4709, 'purchase_value': 141.84, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4710, 'purchase_value': 48.03, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4711, 'purchase_value': 67.72, 'discount_value': 6.77, 'applies_discount': True}, {'order_id': 4712, 'purchase_value': 33.63, 'discount_value': 0.0, 'applies_discount': False}]"
891,"[{'order_id': 4713, 'purchase_value': 199.85, 'discount_value': 19.98, 'applies_discount': True}]"
892,"[{'order_id': 4714, 'purchase_value': 42.58, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4715, 'purchase_value': 139.17, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4716, 'purchase_value': 12.46, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4717, 'purchase_value': 132.25, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4718, 'purchase_value': 78.29, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4719, 'purchase_value': 49.63, 'discount_value': 4.96, 'applies_discount': True}, {'order_id': 4720, 'purchase_value': 99.67, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4721, 'purchase_value': 86.45, 'discount_value': 0.0, 'applies_discount': False}]"
893,"[{'order_id': 4722, 'purchase_value': 190.49, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4723, 'purchase_value': 197.33, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4724, 'purchase_value': 126.23, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4725, 'purchase_value': 55.88, 'discount_value': 0.0, 'applies_discount': False}]"
894,"[{'order_id': 4726, 'purchase_value': 141.31, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4727, 'purchase_value': 127.46, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4728, 'purchase_value': 191.3, 'discount_value': 19.13, 'applies_discount': True}, {'order_id': 4729, 'purchase_value': 48.65, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4730, 'purchase_value': 110.29, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4731, 'purchase_value': 155.16, 'discount_value': 15.52, 'applies_discount': True}, {'order_id': 4732, 'purchase_value': 51.18, 'discount_value': 5.12, 'applies_discount': True}, {'order_id': 4733, 'purchase_value': 39.91, 'discount_value': 0.0, 'applies_discount': False}]"
895,"[{'order_id': 4734, 'purchase_value': 10.28, 'discount_value': 1.03, 'applies_discount': True}, {'order_id': 4735, 'purchase_value': 136.94, 'discount_value': 13.69, 'applies_discount': True}, {'order_id': 4736, 'purchase_value': 23.93, 'discount_value': 2.39, 'applies_discount': True}, {'order_id': 4737, 'purchase_value': 101.12, 'discount_value': 10.11, 'applies_discount': True}, {'order_id': 4738, 'purchase_value': 96.28, 'discount_value': 0.0, 'applies_discount': False}]"
896,"[{'order_id': 4739, 'purchase_value': 93.33, 'discount_value': 0.0, 'applies_discount': False}]"
897,"[{'order_id': 4740, 'purchase_value': 151.98, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4741, 'purchase_value': 27.4, 'discount_value': 2.74, 'applies_discount': True}, {'order_id': 4742, 'purchase_value': 173.57, 'discount_value': 17.36, 'applies_discount': True}, {'order_id': 4743, 'purchase_value': 98.09, 'discount_value': 9.81, 'applies_discount': True}, {'order_id': 4744, 'purchase_value': 68.96, 'discount_value': 6.9, 'applies_discount': True}, {'order_id': 4745, 'purchase_value': 115.31, 'discount_value': 11.53, 'applies_discount': True}]"
898,"[{'order_id': 4746, 'purchase_value': 85.41, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4747, 'purchase_value': 79.44, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4748, 'purchase_value': 194.31, 'discount_value': 19.43, 'applies_discount': True}, {'order_id': 4749, 'purchase_value': 68.54, 'discount_value': 6.85, 'applies_discount': True}, {'order_id': 4750, 'purchase_value': 11.74, 'discount_value': 0.0, 'applies_discount': False}]"
899,"[{'order_id': 4751, 'purchase_value': 116.95, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4752, 'purchase_value': 196.71, 'discount_value': 19.67, 'applies_discount': True}, {'order_id': 4753, 'purchase_value': 79.42, 'discount_value': 7.94, 'applies_discount': True}]"
900,"[{'order_id': 4754, 'purchase_value': 167.34, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4755, 'purchase_value': 146.47, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4756, 'purchase_value': 122.09, 'discount_value': 0.0, 'applies_discount': False}]"
901,"[{'order_id': 4757, 'purchase_value': 120.15, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4758, 'purchase_value': 114.83, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4759, 'purchase_value': 26.06, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4760, 'purchase_value': 196.33, 'discount_value': 19.63, 'applies_discount': True}, {'order_id': 4761, 'purchase_value': 130.41, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4762, 'purchase_value': 135.72, 'discount_value': 0.0, 'applies_discount': False}]"
902,"[{'order_id': 4763, 'purchase_value': 88.98, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4764, 'purchase_value': 163.4, 'discount_value': 16.34, 'applies_discount': True}, {'order_id': 4765, 'purchase_value': 67.94, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4766, 'purchase_value': 74.24, 'discount_value': 7.42, 'applies_discount': True}, {'order_id': 4767, 'purchase_value': 100.96, 'discount_value': 10.1, 'applies_discount': True}]"
903,"[{'order_id': 4768, 'purchase_value': 183.57, 'discount_value': 18.36, 'applies_discount': True}, {'order_id': 4769, 'purchase_value': 23.23, 'discount_value': 2.32, 'applies_discount': True}, {'order_id': 4770, 'purchase_value': 64.43, 'discount_value': 6.44, 'applies_discount': True}, {'order_id': 4771, 'purchase_value': 113.49, 'discount_value': 11.35, 'applies_discount': True}, {'order_id': 4772, 'purchase_value': 26.82, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4773, 'purchase_value': 111.99, 'discount_value': 11.2, 'applies_discount': True}, {'order_id': 4774, 'purchase_value': 23.01, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4775, 'purchase_value': 133.76, 'discount_value': 13.38, 'applies_discount': True}]"
904,"[{'order_id': 4776, 'purchase_value': 91.58, 'discount_value': 0.0, 'applies_discount': False}]"
905,"[{'order_id': 4777, 'purchase_value': 100.45, 'discount_value': 10.05, 'applies_discount': True}, {'order_id': 4778, 'purchase_value': 191.95, 'discount_value': 19.2, 'applies_discount': True}, {'order_id': 4779, 'purchase_value': 155.24, 'discount_value': 15.52, 'applies_discount': True}, {'order_id': 4780, 'purchase_value': 127.22, 'discount_value': 12.72, 'applies_discount': True}, {'order_id': 4781, 'purchase_value': 28.95, 'discount_value': 2.9, 'applies_discount': True}, {'order_id': 4782, 'purchase_value': 184.26, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4783, 'purchase_value': 193.21, 'discount_value': 19.32, 'applies_discount': True}, {'order_id': 4784, 'purchase_value': 120.28, 'discount_value': 0.0, 'applies_discount': False}]"
906,"[{'order_id': 4785, 'purchase_value': 164.67, 'discount_value': 16.47, 'applies_discount': True}]"
907,"[{'order_id': 4786, 'purchase_value': 11.97, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4787, 'purchase_value': 44.36, 'discount_value': 4.44, 'applies_discount': True}, {'order_id': 4788, 'purchase_value': 23.82, 'discount_value': 2.38, 'applies_discount': True}, {'order_id': 4789, 'purchase_value': 149.38, 'discount_value': 14.94, 'applies_discount': True}, {'order_id': 4790, 'purchase_value': 43.82, 'discount_value': 4.38, 'applies_discount': True}, {'order_id': 4791, 'purchase_value': 171.06, 'discount_value': 17.11, 'applies_discount': True}, {'order_id': 4792, 'purchase_value': 163.63, 'discount_value': 16.36, 'applies_discount': True}]"
908,"[{'order_id': 4793, 'purchase_value': 70.18, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4794, 'purchase_value': 147.33, 'discount_value': 14.73, 'applies_discount': True}, {'order_id': 4795, 'purchase_value': 174.14, 'discount_value': 17.41, 'applies_discount': True}, {'order_id': 4796, 'purchase_value': 57.75, 'discount_value': 5.78, 'applies_discount': True}, {'order_id': 4797, 'purchase_value': 58.64, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4798, 'purchase_value': 130.67, 'discount_value': 13.07, 'applies_discount': True}, {'order_id': 4799, 'purchase_value': 155.31, 'discount_value': 15.53, 'applies_discount': True}, {'order_id': 4800, 'purchase_value': 174.77, 'discount_value': 17.48, 'applies_discount': True}, {'order_id': 4801, 'purchase_value': 97.42, 'discount_value': 9.74, 'applies_discount': True}, {'order_id': 4802, 'purchase_value': 132.33, 'discount_value': 13.23, 'applies_discount': True}]"
909,"[{'order_id': 4803, 'purchase_value': 39.07, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4804, 'purchase_value': 31.77, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4805, 'purchase_value': 66.79, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4806, 'purchase_value': 175.8, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4807, 'purchase_value': 148.6, 'discount_value': 0.0, 'applies_discount': False}]"
910,"[{'order_id': 4808, 'purchase_value': 86.73, 'discount_value': 8.67, 'applies_discount': True}, {'order_id': 4809, 'purchase_value': 150.91, 'discount_value': 15.09, 'applies_discount': True}, {'order_id': 4810, 'purchase_value': 182.56, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4811, 'purchase_value': 14.97, 'discount_value': 1.5, 'applies_discount': True}, {'order_id': 4812, 'purchase_value': 97.96, 'discount_value': 0.0, 'applies_discount': False}]"
911,"[{'order_id': 4813, 'purchase_value': 83.4, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4814, 'purchase_value': 167.07, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4815, 'purchase_value': 84.28, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4816, 'purchase_value': 80.38, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4817, 'purchase_value': 171.71, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4818, 'purchase_value': 95.16, 'discount_value': 0.0, 'applies_discount': False}]"
